id	word	gender	translation	lesson	tag
360	sūrya	m	солнце	22
361	sthāna	n	место	22
362	svāmin	m	собственник, господин	22
363	āditya	m	солнце	23
364	garīyaṃs		почтенный, почтеннейший	23
365	prakāśin		освещающий	23
366	bhūta (f ā)		возникший, ставший; n существо	23
367	vatsa	m	теленок	23
368	śreyaṃs		лучше, лучший (самый); n благо	23
369	sat (sant)		существующий; m хороший человек; f верная жена	23
370	karman	n	дело, обряд, судьба	24
371	carman	n	шкура, кожа	24
372	janman	n	рождение	24
373	tīra	n	берег	24
374	triṣṭubh	f	наименование размера	24
375	dina	n	день	24
376	devakula	n	храм	24
377	naraka	m	ад	24
378	pātra	n	сосуд	24
379	brahman	m, n	m имя бога-творца; n Парабрахман, единое божественное начало	24
380	bhasman	n	зола	24
381	yati	m	аскет	24
382	loman	n	волосы	24
383	varṣa	n	год	24
384	saṃgama	m	встреча	24
385	sīman	f	граница	24
386	hantar	m	убийца	24
387	gaurava	n	тяжесть, достоинство	25
388	jagat	n	мир, живущее	25
389	takṣaśilā	f	название столицы страны Гандхары	25
390	tiryañc	m, n	зверь	25
391	tvaṣṭar	m	имя бога	25
392	pariṣad	f	собрание	25
393	bhṛgukaccha	n	название свящ. места на берегу Нармады (совр. Барох)	25
394	vipāka	m	созревание, воздаяние	25
395	śrama	m	труд, усталость	25
396	samāgama	m	встреча	25
397	siṃha	m	лев	25
398	snāna	n	купание	25
399	hariṇa	m	газель	25
400	adroha	m	верность	26
401	devatā	f	божество, божественность	26
402	pālana	n	защита	26
403	vrata	n	обет, долг	26
404	aśvin	m	du. nom. pr. (двух божеств утренней и вечерней зари, сыновей бога солнца) Ащвины	27
405	ācāra	m	поведение, благочестивая жизнь	27
406	ṛṇa	n	долг	27
407	auṣadha	n	лекарство	27
408	kṣudh	f	голод	27
409	bhojana	n	питание, еда	27
410	madhuparka	m	медовый напиток	27
411	muktā	f	жемчужина	27
412	rākṣasa	m	демон	27
413	lābha	m	достижение, выгода	27
414	vyādhi	m	болезнь	27
415	śakaṭa	m	тележка	27
416	śayyā	f	постель	27
417	hala	m, n	плуг	27
418	hāra	m	цепь, гирлянда	27
419	anta	m	конец	28
420	indraprastha	n	Дели	28
421	khara	m	осел	28
422	guhā	f	пещера	28
423	carita	n	жизнь	28
424	pṛthvīrāja	m	nom. pr.	28
425	paura	m	горожанин	28
426	prāsāda	m	дворец	28
427	yavana	m	грек, варвар	28
428	sainika	m	солдат	28
429	sainya	n	войско	28
430	hastin	m	слон	28
431	abhiprāya	m	план, намерение	29
432	ahita	n	неприятное	29
433	āharaṇa	n	принесение	29
434	kapi	m	обезьяна	29
435	karin	m	слон	29
436	jaya	m	победа	29
437	durdaśā	f	несчастье	29
438	pakṣa	m	бок, крыло, партия, сторона	29
439	bheka	m	лягушка	29
440	laṅkā	f	Цейлон	29
441	śūra	m	герой	29
442	sādhana	n	средство	29
443	setu	m	мост, насыпь	29
444	hanumant		nom. pr. царя обезьян	29
445	hutabhuj	m	огонь	29
446	nāṭaka	n	драма	30
447	brahmacārin	m	изучающий веду, благочестивый	30
448	vapus	n	тело, стан	30
449	samāja	m	собрание, общество	30
450	sāman	n	ведическая мелодия; pl. Sāmaveda	30
451	anahilapāṭaka	n	город Aṇhilvāḍ	31
452	atharvaveda	m	Атхарваведа	31
453	kaliyuga	m	железный век	31
454	cakra	n	колесо	31
455	jyotiṣa	n	астрономия, учебник астрономии	31
456	darśana	n	философская система	31
457	nakṣatra	n	созвездие	31
458	pāṇḍava	m	сын Pāṇḍu	31
459	purāṇa	n	собрание мифов и легенд	31
460	vikramāditya	m	имя царя Ujjayinī	31
461	vivāha	m	свадьба, брак	31
462	śaka	m	скиф	31
463	śākhā	f	ветка, редакция	31
464	saṃvatsara	m	год	31
465	dhāvana	n	бег	32
466	pakṣin	m	птица	32
467	dakṣa	n	nom. pr.	32
468	loha	n	железо	32
469	vāyasa	m	ворона	32
470	vedānta	m	название философского учения	32
471	surāpa	m	пьяница	32
472	hemanta	m	зима	32
473	ākāśa	m	воздух, небо	33
474	āśrama	m	жилище отшельника	33
475	kumāra	m	мальчик, принц	33
476	krīḍā	f	игра, увеселение	33
477	tilaka	m	украшение	33
478	tīra	n	берег	33
479	tīrtha	n	место омовения, священное место	33
480	dvīpin	m	леопард	33
481	pada	n	шаг, место	33
482	pūru	m	nom. pr.	33
483	mahiṣī	f	царица	33
484	mṛgayā	f	охота	33
485	yātrā	f	поход, поездка; средства жизни	33
486	vaṅśa	m	род	33
487	vṛttānta	m	обстоятельства дела, известия	33
488	sakhī	f	подруга	33
489	satkāra	m	угощение	33
490	aṅga	n	член, тело	34
491	ākāra	m	форма, стан	34
492	indu	m	месяц, луна	34
493	udara	n	живот	34
494	ketu	m	знамя	34
495	koṭi	f	острие, конец	34
496	tālu	n	нёбо	34
497	cūḍā	f	вихо́р (на темени)	34
498	jñāna	n	познание	34
499	tṛṣṇā	f	жажда, страстное желание	34
500	daṃṣṭrā	f	зуб	34
501	dyuti	f	блеск, сияние	34
502	parvata	m	гора	34
503	pulinda	m	имя народности	34
504	prahāra	m	удар, рана	34
505	prāṇa	m	дыхание, жизнь	34
506	mastaka	n	голова	34
507	mīna	m	рыба	34
508	vakṣas	n	грудь	34
509	varāha	m	вепрь	34
510	vedanā	f	боль	34
511	śṛgāla	m	шакал	34
512	snāyu	m	жила, тетива	34
513	āhāra	m	еда	35
514	guhā	f	пещера	35
515	paṇi		nom. pr.	35
516	prabhāva	m	могущество	35
517	bhoga	m	наслаждение	35
518	mūla	n	корень	35
519	rasa	m	вкус, чувство	35
520	vipra	m	брахман	35
521	śabda	m	звук, шум, слово	35
522	śruti	f	слушание, слух	35
523	anvaya	m	потомки	36
524	abhiprāya	m	мнение, план	36
525	uras	n	грудь	36
526	kānti	f	миловидность	36
527	camatkāra	m	удивление	36
528	tiraskariṇī	f	покрывало	36
529	doṣa	m	недостаток, ошибка	36
530	dvija	m	брахман, ариец	36
531	nīti	f	политика	36
532	mahānasa	n	кухня	36
533	māṃsa	n	мясо	36
534	lavaṇa	n	соль	36
535	vyañjana	n	приправа, пряность	36
536	vyavahāra	m	торговля	36
537	saṅśaya	m	сомнение	36
538	sūda	m	повар	36
539	añjali	m	руки, сложенные ладонями вместе	37
540	icchā	f	желание	37
541	udaya	m	восход	37
542	kalā	f	серп (луны)	37
543	kṛti	f	дело	37
544	koṣa, kośa	m	сокровище, сокровищница	37
545	kṣaṇa	m, n	миг, мгновение, время	37
546	cāmīkara	n	золото	37
547	dānava	m	демон	37
548	nāga	m	змея	37
549	netra	n	глаз, привязь, веревка	37
550	mathin	m	мутовка	37
551	yūpa	m	жертвенный столб	37
552	lalāṭa	n	лоб	37
553	vara	m	жених, благосклонность, милость	37
554	śeṣa	m	nom. pr. мировой змей	37
555	samunnati	f	возвышение	37
556	kāma	m	желание, страстное желание	38
557	rata	n	любовь	38
558	krodha	m	гнев	38
559	citta	n	ум, сердце	38
560	jina	m	Будда	38
561	jihvā	f	язык	38
562	nīlakaṇṭha	m	nom. pr.	38
563	nyāya	m	логика	38
564	puṣpa	n	цветок	38
565	praśna	m	вопрос	38
566	mānava	m	человек	38
567	manas	n	дух, ум	38
568	vadha	m	убийство	38
569	sabhā	f	собрание, двор	38
570	sahacara	m	товарищ; f ī — супруга	38
571	sākṣin	m	свидетель	38
572	yūpa	m	жертвенный столб	38
573	sārasa	m	исполинский журавль	38
574	anṛta	n	неправда	39
575	oṣṭha	m	губа	39
576	kṣaya	m	гибель	39
577	cakṣus	n	глаз	39
578	jetar	m	победитель	39
579	dayā	f	милосердие, сострадание	39
580	pralaya	m	гибель	39
581	brahmacarya	n	изучение вед, благочестие	39
582	yāma	m	стража (ночная)	39
583	vṛta	n	поведение	39
584	vyākaraṇa	n	грамматика	39
585	vyāsa	m	имя ṛṣi	39
586	śaṅkā	f	сомнение, размышление	39
587	mṛd	f	земля	39
588	śruta	n	книжная ученость	39
589	sarga	m	творение	39
590	sthiti	f	существование, состояние	39
591	upabhoga	m	наслаждение	40
592	keśa	m	волосы	40
593	dāna	n	подаяние, щедрость	40
594	musala	m, n	дубина	40
595	rudhira	n	кровь	40
596	sattra	n	жертва	40
597	skandha	m	плечо	40
